ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_0545,fenofibrate,Lipofen,Peroxisome Proliferator Receptor alpha Agonist [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Cipher Pharms Inc. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Peroxisome Proliferator Receptor alpha Agonist [EPC].
RAW_0546,fenoprofen calcium,Fenopron Tm,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Rising. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0547,fentanyl citrate,Sublimaze Preservative Free,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Rising. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0548,ferric carboxymaltose injection,Injectafer,Unknown Class,Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Am Regent. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0549,ferric derisomaltose,Monoferric,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Pharmacosmos. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0550,ferric maltol,Accrufer,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Shield Tx. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0551,ferumoxytol,"Ferabright, Feraheme",Parenteral Iron Replacement [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Azurity. Formulation: Solution for Intravenous administration.,Used as a therapeutic agent for indications related to: Parenteral Iron Replacement [EPC].
RAW_0552,fesoterodine fumarate,Generic Product,Unknown Class,Respiratory & Allergy,"FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Tablet, Extended Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0553,fexofenadine hydrochloride,Allegra,Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Unique. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0554,fezolinetant,Veozah,Neurokinin 3 Receptor Antagonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Astellas. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Neurokinin 3 Receptor Antagonist [EPC].
RAW_0555,fidaxomicin,Dificid,Macrolide Antibacterial [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Cubist Pharms Llc. Formulation: For Suspension for Oral administration.,Used as a therapeutic agent for indications related to: Macrolide Antibacterial [EPC].
RAW_0556,filgrastim,"Filkri, Neupogen, Nivestym, Nypozi Txid, Releuko, Zarxio",Leukocyte Growth Factor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Amgen. Formulation: Syringe for Oral administration.,Used as a therapeutic agent for indications related to: Leukocyte Growth Factor [EPC].
RAW_0557,finafloxacin,Xtoro,Quinolone Antimicrobial [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Fonseca Biosciences. Formulation: Suspension/Drops for Otic administration.,Used as a therapeutic agent for indications related to: Quinolone Antimicrobial [EPC].
RAW_0558,finasteride,"Propecia, Proscar",5-alpha Reductase Inhibitor [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Organon. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: 5-alpha Reductase Inhibitor [EPC].
RAW_0559,finerenone,Kerendia,Nonsteroidal Mineralocorticoid-Receptor Antagonist [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Bayer Hlthcare. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Nonsteroidal Mineralocorticoid-Receptor Antagonist [EPC].
RAW_0560,fingolimod hcl,Gilenya,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Novartis. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0561,fingolimod lauryl sulfate,Tascenso Odt,Unknown Class,Miscellaneous / Other,"FDA Approved Prescription Drug. Manufactured by Cycle. Formulation: Tablet, Orally Disintegrating for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0562,fish oil,Omegaven,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Fresenius Kabi Usa. Formulation: Emulsion for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0563,fitusiran,Qfitlia,Antithrombin-directed RNA Interaction [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Genzyme Corp. Formulation: Solution for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Antithrombin-directed RNA Interaction [EPC].
RAW_0564,flibanserin,Addyi,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sprout Pharms. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0565,fluconazole,Diflucan,Azole Antifungal [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: For Suspension for Oral administration.,Used as a therapeutic agent for indications related to: Azole Antifungal [EPC].
RAW_0566,flucytosine,Ancobon,Nucleoside Analog Antifungal [EPC],Cardiovascular System,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Nucleoside Analog Antifungal [EPC].
RAW_0567,fluocinolone acetonide,"Dermotic, Flac Otic Oil, Iluvien, Synalar, Yutiq",Corticosteroid [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Alimera Sciences Inc. Formulation: Implant for Intravitreal administration.,Used as a therapeutic agent for indications related to: Corticosteroid [EPC].
RAW_0568,fluocinonide,Vanos,Corticosteroid [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Bausch. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Corticosteroid [EPC].
RAW_0569,fluorescein,Ak-Fluor,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Long Grove Pharms. Formulation: Injectable for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0570,fluorescein sodium,Fluorescite,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Alcon Labs Inc. Formulation: Injectable for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0571,fluorometholone,"Fml, Fml Forte",Corticosteroid [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Suspension/Drops for Ophthalmic administration.,Used as a therapeutic agent for indications related to: Corticosteroid [EPC].
RAW_0572,fluorometholone acetate,Flarex,Unknown Class,Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Harrow Eye. Formulation: Suspension/Drops for Ophthalmic administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0573,fluorouracil,"Favlyxa, Tolak",Nucleoside Metabolic Inhibitor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Hill Dermaceuticals. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Nucleoside Metabolic Inhibitor [EPC].
RAW_0574,flur and renolide,"Cordran, Generic Product",Corticosteroid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Teligent. Formulation: Ointment for Topical administration.,Used as a therapeutic agent for indications related to: Corticosteroid [EPC].
RAW_0575,flurbiprofen,Lurbiro,Nonsteroidal Anti-inflammatory Drug [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by New Heightsrx. Formulation: Tablet for Oral administration.,Used as a therapeutic agent for indications related to: Nonsteroidal Anti-inflammatory Drug [EPC].
RAW_0576,flutamide,"Endari, Eulexin",Amino Acid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Emmaus Medcl. Formulation: For Solution for Oral administration.,Used as a therapeutic agent for indications related to: Amino Acid [EPC].
RAW_0577,fluticasone propionate,Xhance,Unknown Class,Endocrine & Metabolic,"FDA Approved Prescription Drug. Manufactured by Paratek Pharms. Formulation: Spray, Metered for Nasal administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0578,fluvastatin sodium,Lescol Xl,Unknown Class,Cardiovascular System,"FDA Approved Prescription Drug. Manufactured by Sandoz. Formulation: Tablet, Extended Release for Oral administration.",Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0579,folic acid,"Cholbam, Quiofic",Bile Acid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Solubiomix. Formulation: Solution for Oral administration.,Used as a therapeutic agent for indications related to: Bile Acid [EPC].
RAW_0580,follitropin,"Follistim Aq, Gonal-F Rff Redi-Ject",Gonadotropin [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Organon Usa Llc. Formulation: Injectable for Subcutaneous administration.,Used as a therapeutic agent for indications related to: Gonadotropin [EPC].
RAW_0581,follitropin alfa,Gonal-F,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Emd Serono. Formulation: Injectable for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0582,follitropin alfa and beta,Gonal-F,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Emd Serono. Formulation: Injectable for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0583,fondaparinux sodium,Arixtra,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mylan Ireland Ltd. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0584,fosaprepitant dimeglumine,"Emend, Focinvez",Unknown Class,Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Steriscience. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0585,foscarbidopa and foslevodopa,Vyalev,Unknown Class,Gastrointestinal System,FDA Approved Prescription Drug. Manufactured by Abbvie. Formulation: Solution for Subcutaneous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0586,foscarnet sodium,Foscavir,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Clinigen Hlthcare. Formulation: Solution for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0587,fosdenopterin hydrobromide,Nulibry,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sentynl Theraps Inc. Formulation: Powder for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_0588,fosfomycin promethazine,Fosfomycin Tromethamine,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Aucta. Formulation: For Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
