formulation_id,generic_name_display,generic_name_normalized,ingredient_count,component_split_method
FORM_6b5e1fb6ef0d616f6198,Clotrimazole + Clindamycin (as phosphate),clotrimazole + clindamycin (as phosphate),2,explicit_plus
FORM_3abc947a24f55ba157c1,Cyproterone acetate + Ethinylestradiol,cyproterone acetate + ethinylestradiol,2,explicit_plus
FORM_0af66b37eb34aa5f14a7,Dobutel,dobutel,1,single
FORM_754aecb7fefdb5da5d65,Meformin Hydrochloride,meformin hydrochloride,1,single
FORM_20fad3606270d1d6baca,LOSARTAN POTASSIUM + AMLODIPINE (as besilate),losartan potassium + amlodipine (as besilate),2,explicit_plus
FORM_c3dfc8a06f29ba8f7d1f,Sertaconazole Nitrate,sertaconazole nitrate,1,single
FORM_a62b1ec458585cf12386,Ascorbic Acid + Rutoside,ascorbic acid + rutoside,2,explicit_plus
FORM_38b83085dd901f9f916a,Rilpivirine (as Hydrochloride),rilpivirine (as hydrochloride),1,single
FORM_b1f8ad288eace75a6957,Isopropanolol+benzalkonium Chloride,isopropanolol+benzalkonium chloride,2,explicit_plus
FORM_ba9acdff673180666d62,Rifampicin (Rifacare) ; Isonizid + Pyridoxine Hydrochloride (Isoprim),rifampicin (rifacare) ; isonizid + pyridoxine hydrochloride (isoprim),2,explicit_plus
FORM_c07b823e633c842365bf,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,sodium alginate + sodium bicarbonate + calcium carbonate,3,explicit_plus
FORM_a139e0a42d044f270914,Olopatadine Solution (Eye Drops) as hydrochloride,olopatadine solution (eye drops) as hydrochloride,1,single
FORM_9aec6927fed7a9734caa,Regorafenib,regorafenib,1,single
FORM_82bde728da11ed662b74,Diethylcarbamazine Citrate,diethylcarbamazine citrate,1,single
FORM_ad7c33f970a635605eeb,AcicIovir,aciciovir,1,single
FORM_b60cb4ac8bbd6f04aa7c,Ruxolitinib (as phosphate),ruxolitinib (as phosphate),1,single
FORM_f756b8dc7d7f0a4bcb07,TOBRAMYCIN + DEXAMETHASONE (AS SODIUM PHOSPHATE),tobramycin + dexamethasone (as sodium phosphate),2,explicit_plus
FORM_3be587792a892c701ce6,Tacrolimus (as monohydrate),tacrolimus (as monohydrate),1,single
FORM_c94ba347b975294f716e,Metadoxine,metadoxine,1,single
FORM_c020b56d107a4ed85685,Multivitamins + Lysine HCl + Buclizine HCl,multivitamins + lysine hcl + buclizine hcl,3,explicit_plus
FORM_52a361697c9cac9094d6,Remifentanil (as hydrochloride),remifentanil (as hydrochloride),1,single
FORM_14f879f19d01d90c9647,Captopril,captopril,1,single
FORM_6a264a11b66428df6bec,Bilastine,bilastine,1,single
FORM_62212f5c388757716892,Warfarin Sodium ( as Clathrate),warfarin sodium ( as clathrate),1,single
FORM_e587c38459a04265c846,Articaine hydrochloride + Epinephrine (as bitartrate),articaine hydrochloride + epinephrine (as bitartrate),2,explicit_plus
FORM_fcbb17da5c9a9dab5568,Imidafenacin,imidafenacin,1,single
FORM_d933bde0f30182b2fded,Multivitamins + Minerals (see formulation on reverse side),multivitamins + minerals (see formulation on reverse side),2,explicit_plus
FORM_8ca7f8eb8de1239fbdba,Terlipressin acetate,terlipressin acetate,1,single
FORM_db0c926bbb8a2bbb19a6,Clindamycin Phosphate,clindamycin phosphate,1,single
FORM_19565ab8623aedb97101,Metformin Hydrochloride + Glibenclamide,metformin hydrochloride + glibenclamide,2,explicit_plus
FORM_359567691f42428444ea,Iopromide,iopromide,1,single
FORM_de80c65f83f5cdf8a1c7,Praziquantel,praziquantel,1,single
FORM_f54a8c605fdec8d1e93f,Ethambutol hydrochloride,ethambutol hydrochloride,1,single
FORM_d9c08df49a7d1cd8bd91,Theophylline,theophylline,1,single
FORM_c674431002c068c7ef82,Levocetirizine Dihydrochloride + Betamethasone (as Sodium Phosphate),levocetirizine dihydrochloride + betamethasone (as sodium phosphate),2,explicit_plus
FORM_3ce262d66cb03facdebf,Cefexime (as trihydrate),cefexime (as trihydrate),1,single
FORM_af5178d061633c127600,Imipenem + Cilastatin (as Sodium),imipenem + cilastatin (as sodium),2,explicit_plus
FORM_fd4326cdcba4dd71e9dd,Terbinafine Hydrochloride,terbinafine hydrochloride,1,single
FORM_2d5e559ae4c2bd898d23,CEFIXIME(AS TRIHYDRATE),cefixime(as trihydrate),1,single
FORM_84c8c255fadfda33edc4,ETORICOXIB,etoricoxib,1,single
FORM_7c6e21735927ec19c8c1,Carboxymethylcellulose (As Sodium),carboxymethylcellulose (as sodium),1,single
FORM_bcf6a394b9762efb801e,Lipid Emulsion + Amino Acid + Electrolytes + Glucose,lipid emulsion + amino acid + electrolytes + glucose,4,explicit_plus
FORM_5d7c50cb82a58afee796,Lipid Emulsion + Amino Acids + Electrolytes + Glucose,lipid emulsion + amino acids + electrolytes + glucose,4,explicit_plus
FORM_4ed8b723f0e0708d8260,Axitinib,axitinib,1,single
FORM_d2b1d13bd16ac3018de4,Afatinib (as dimaleate),afatinib (as dimaleate),1,single
FORM_1c57912cead1cd3ea2ef,Sodium Nitroprusside,sodium nitroprusside,1,single
FORM_fc391909ad94254e6517,FLUMAZENIL,flumazenil,1,single
FORM_cd6dcf7ebb17d6b9907a,Sodium Chloride + Potassium Chloride + Calcium Lactate Pentahydrate,sodium chloride + potassium chloride + calcium lactate pentahydrate,3,explicit_plus
FORM_2af12d9fbae0ad524051,Potassium Chloride + Sodium Chloride,potassium chloride + sodium chloride,2,explicit_plus
FORM_ec2f435cc185d35d5f3c,Canagliflozin (as hemihydrate),canagliflozin (as hemihydrate),1,single
FORM_b90c962aef48bab87868,Phenylpropanolamine Hydrochloride + Paracetamol,phenylpropanolamine hydrochloride + paracetamol,2,explicit_plus
FORM_15f16871ed1e4bf543ef,Iron (as Iron Sucrose),iron (as iron sucrose),1,single
FORM_4f200d14662791e46ca2,Crizotinib,crizotinib,1,single
FORM_7e1a08e44b735cd9f8f2,Labetalol hydrochloride,labetalol hydrochloride,1,single
FORM_1ca255a28244cd1a2b18,Indacaterol (as maleate)/Glycopyrronium (as bromide),indacaterol (as maleate)/glycopyrronium (as bromide),2,explicit_slash
FORM_0bee1b2bb00a1fe5285d,Levofloxacin (as Hydrochloride),levofloxacin (as hydrochloride),1,single
FORM_60a9db507cb11656a1c4,Teicoplanin,teicoplanin,1,single
FORM_7c06d5b0a15992dd5990,Amoxicillin (as trihydrate) + Clavulanic Acid (as Potassium clavulanate),amoxicillin (as trihydrate) + clavulanic acid (as potassium clavulanate),2,explicit_plus
FORM_08f725eb40148e8e3b95,Diosmin + Hesperidin,diosmin + hesperidin,2,explicit_plus
FORM_1787be1cea4553e3550d,Valsartan + Amlodipine (as besilate),valsartan + amlodipine (as besilate),2,explicit_plus
FORM_65d407e9c439ba935055,Guaifenesin + Chlorphenamine Maleate + Phenylephrine HCl,guaifenesin + chlorphenamine maleate + phenylephrine hcl,3,explicit_plus
FORM_bdc5874bd3a88d59e47f,Risedronic Acid (as Risedronate Sodium),risedronic acid (as risedronate sodium),1,single
FORM_239af917a9db54a24786,Zonisamide,zonisamide,1,single
FORM_0d1ab5b3df6479a9767b,Metformin Hydrochloride + Glipizide,metformin hydrochloride + glipizide,2,explicit_plus
FORM_02d130d71a75e19bbe86,Enzalutamide,enzalutamide,1,single
FORM_360717f41589fe889958,Ketoanalogues + Essential Amino Acids,ketoanalogues + essential amino acids,2,explicit_plus
FORM_8cbf741523e0bc6a158c,Mupirocin + Betamethasone (as diproprionate),mupirocin + betamethasone (as diproprionate),2,explicit_plus
FORM_a498b279b5e98dd9842c,Silodosin,silodosin,1,single
FORM_25a2a2066b2bb3d41fa1,Phospathidyl Choline + Multivitamins,phospathidyl choline + multivitamins,2,explicit_plus
FORM_0d7544115b006312738b,Clopidrogel (as bisulfate),clopidrogel (as bisulfate),1,single
FORM_307b358449543c6b63fb,Lactoferrin + d-Alpha Tocopheryl Acetate + Zinc,lactoferrin + d-alpha tocopheryl acetate + zinc,3,explicit_plus
FORM_42667c82b206998d3c20,Ademetionine (as butanedisulfonate),ademetionine (as butanedisulfonate),1,single
FORM_29b744fc4b0edba7a11e,Amitriptyline Hydrochloride,amitriptyline hydrochloride,1,single
FORM_8f2a6912b8d72f239832,DONEPEZIL (as hydrochloride),donepezil (as hydrochloride),1,single
FORM_add4fc58bca206e84386,Zoledronic Acid (as monohydrate),zoledronic acid (as monohydrate),1,single
FORM_40a60232921be44a0583,VALSARTAN + HYDROCHLOROTHIAZIDE,valsartan + hydrochlorothiazide,2,explicit_plus
FORM_6e2627b4f489321be5fd,Multivitamins + Minerals + Korean Ginseng + Garlic Extract,multivitamins + minerals + korean ginseng + garlic extract,4,explicit_plus
FORM_9e21b8daf7301ea8d39a,Rosuvastatin Calcium,rosuvastatin calcium,1,single
FORM_b745073220ae37ac9d71,Amoxicillin (as trihydrate) + Sulbactam (as pivoxil),amoxicillin (as trihydrate) + sulbactam (as pivoxil),2,explicit_plus
FORM_0ab84153d9eac7d4fa0a,Triptorelin (as embonate),triptorelin (as embonate),1,single
FORM_fcc68692865e6b40f80d,Rosuvastatin,rosuvastatin,1,single
FORM_7804b61ff36624c40e12,SALBUTAMOL (AS SULFATE) + BECLOMETASONE DIPROPIONATE,salbutamol (as sulfate) + beclometasone dipropionate,2,explicit_plus
FORM_189246b515f980d065df,Pemetrexed (as disodium hemipentahydrate),pemetrexed (as disodium hemipentahydrate),1,single
FORM_527743090179822a07f1,Fat Emulsion + Amino Acids with Electrolytes + Glucose,fat emulsion + amino acids with electrolytes + glucose,3,explicit_plus
FORM_51333edff24b71686268,Perampanel,perampanel,1,single
FORM_3a7baa307c34075a91b3,Lauromacrogol 400 + Hydrocortisone Acetate,lauromacrogol 400 + hydrocortisone acetate,2,explicit_plus
FORM_b4b09b7b9f746ffd8c22,Bupivacaine Hydrochloride in Dextrose,bupivacaine hydrochloride in dextrose,1,single
FORM_767c6dc14ddc0130c50c,Cefepime (as hydrochloride) + Tazobactam (as sodium),cefepime (as hydrochloride) + tazobactam (as sodium),2,explicit_plus
FORM_00792119a7c93fa0d2a7,Clopidogrel (as bisulfate) + Aspirin,clopidogrel (as bisulfate) + aspirin,2,explicit_plus
FORM_6685d89b70b7d892c55f,Clindamycin (as phosphate) + Clotrimazole + Metronidazole,clindamycin (as phosphate) + clotrimazole + metronidazole,3,explicit_plus
FORM_c46ea58317a83209f09c,Imatinib (as Mesilate),imatinib (as mesilate),1,single
FORM_e5bd150dac2c4c6699c2,Paracetamol + Phenylpropanolamine (As Hydrochloride)+ Chlorphenamine Maleate,paracetamol + phenylpropanolamine (as hydrochloride)+ chlorphenamine maleate,3,explicit_plus
FORM_461d33f6e1270c0f5d4a,Calcium Ascorbate,calcium ascorbate,1,single
FORM_cc25f25e3e756b9344fe,Salmeterol (as xinafoate) + Fluticasone propionate + Fluticasone propionate,salmeterol (as xinafoate) + fluticasone propionate + fluticasone propionate,3,explicit_plus
FORM_15c7f9c7cdeb645fb500,Rivaroxaban,rivaroxaban,1,single
FORM_b3750f11791fa3f0ed1b,Memantine hydrochloride,memantine hydrochloride,1,single
FORM_dea27d29307d1fcfbd11,Carboprost (as tromethamine),carboprost (as tromethamine),1,single
FORM_a98ee9b705711e418722,Empagliflozin,empagliflozin,1,single
FORM_72295074000e24826711,Indapamide + Amlodipine (as besilate),indapamide + amlodipine (as besilate),2,explicit_plus
FORM_fbe07d1d7b6fd10b9493,lndapamide + Amlodipine (as besilate),lndapamide + amlodipine (as besilate),2,explicit_plus
FORM_20242f1f235126fb7722,Bisoprolol Fumarate + Amlodipine (as Besilate),bisoprolol fumarate + amlodipine (as besilate),2,explicit_plus
FORM_a7ec24f0cb6a850b2335,Tiotropium (as bromide monohydrate),tiotropium (as bromide monohydrate),1,single
FORM_88c373cb5048d45368e1,Iron + Folic Acid,iron + folic acid,2,explicit_plus
FORM_ad466db77f949fa16742,Sodium Valproate,sodium valproate,1,single
FORM_5b9c3599f5701d92f507,Bendamustine Hydrochloride,bendamustine hydrochloride,1,single
FORM_e199cf81672e8281c0d9,Cholecalciferol (Vitamin D3),cholecalciferol (vitamin d3),1,single
FORM_3792703dc0b1c421e776,Methylprednisolone,methylprednisolone,1,single
FORM_6db7f944fa77aaa36c5f,Vinorelbine (as tartrate),vinorelbine (as tartrate),1,single
FORM_2256c375d68529a0a507,Ornidazole + Ofloxacin,ornidazole + ofloxacin,2,explicit_plus
FORM_d4f6f2e0f697ce6b743c,FLUPHENAZINE,fluphenazine,1,single
FORM_b0dbfdf24cf57a9e6096,Brinzolamide + Brimonidine tartrate,brinzolamide + brimonidine tartrate,2,explicit_plus
FORM_209bd20b4a88a53fea69,Albendazole,albendazole,1,single
FORM_de4502d19347e5817bd2,Indometacin,indometacin,1,single
FORM_787ff3ff6c5496306571,Aprepitant,aprepitant,1,single
FORM_74d468a6bd90e294e67f,Quinine Dihydrochloride,quinine dihydrochloride,1,single
FORM_fff9943b2e930526a33c,Norepinephrine Bitartrate,norepinephrine bitartrate,1,single
FORM_7a1cb478e1d8d7099e9f,Salbutamol (as sulfate) + Bromghexine Hydrochloride + Guaifenesin,salbutamol (as sulfate) + bromghexine hydrochloride + guaifenesin,3,explicit_plus
FORM_8a7404442bd38247860f,Multivitamins + Zinc + Copper,multivitamins + zinc + copper,3,explicit_plus
FORM_1edfa0a1e6396f17825e,Glutathione (as Reduced Glutathione),glutathione (as reduced glutathione),1,single
FORM_f744844060a1549ce6b8,Dapagliflozin (as propanediol monohydrate) + Metformin Hydrochloride,dapagliflozin (as propanediol monohydrate) + metformin hydrochloride,2,explicit_plus
FORM_e2d6216a48125bb29cf3,apagliflozin (as propanediol monohydrate) + Metformin Hydrochloride,apagliflozin (as propanediol monohydrate) + metformin hydrochloride,2,explicit_plus
FORM_993d24cfb8a07cfef51d,Perindopril Arginine + Indapamide + Amlodipine (as besilate),perindopril arginine + indapamide + amlodipine (as besilate),3,explicit_plus
FORM_684658f1b7f76e0f85b7,TadalafiI,tadalafii,1,single
FORM_51242d1f44d98ec93c7b,Lidocaine Hydrochloride + Epinephrine (as bitartrate),lidocaine hydrochloride + epinephrine (as bitartrate),2,explicit_plus
FORM_f7f4f23cea9f96099f6c,Mepivacaine hydrochloride,mepivacaine hydrochloride,1,single
FORM_20051163de9c28207b74,Phosphatidyl Choline + Multivitamins,phosphatidyl choline + multivitamins,2,explicit_plus
FORM_f443f6267d4bebf82f8c,Phosphatidyl Choline + Vitamin B-Complex + Vitamin E,phosphatidyl choline + vitamin b-complex + vitamin e,3,explicit_plus
FORM_3862394a28921d5dfa8c,Cholecalciferol + Minerals,cholecalciferol + minerals,2,explicit_plus
FORM_13586329f17f2404e080,Sitagliptin (as phosphate monohydrate),sitagliptin (as phosphate monohydrate),1,single
FORM_14e3737a655362311ca0,Sacubitril + Valsartan,sacubitril + valsartan,2,explicit_plus
FORM_8276048c157f01be7f1c,Lactitol Monohydrate,lactitol monohydrate,1,single
FORM_a4d050d01ad84870edcd,Multivitamins + Phosphatidylcholine,multivitamins + phosphatidylcholine,2,explicit_plus
FORM_983cf7337feb0262f1e9,Phenylephrine hydrochloride + Chlorphenamine maleate + Ibuprofen,phenylephrine hydrochloride + chlorphenamine maleate + ibuprofen,3,explicit_plus
FORM_3af3b8c12ea6576008ae,Multivitamins + Lysine Hydrochloride + Buclizine Hydrochloride,multivitamins + lysine hydrochloride + buclizine hydrochloride,3,explicit_plus
FORM_d373068ef687da884715,Biotin,biotin,1,single
FORM_685e69f26943247c78d5,Iron + Folic Acid + Vitamin B12 + Zinc,iron + folic acid + vitamin b12 + zinc,4,explicit_plus
FORM_2ee2226a1928d0238339,Erythromycin (as stearate),erythromycin (as stearate),1,single
FORM_9be7bc78b25f4c70b8fb,Amlodipine (As Besilate) + Losartan Potassium,amlodipine (as besilate) + losartan potassium,2,explicit_plus
FORM_4f9852de0b641422c31c,Ceftriaxone (as sodium) + Sulbactam (as sodium),ceftriaxone (as sodium) + sulbactam (as sodium),2,explicit_plus
FORM_316edc7c1d86e62ce5ea,Pyronaridine tetraphosphate + Artesunate,pyronaridine tetraphosphate + artesunate,2,explicit_plus
FORM_fc5f3b6d454d076c95c4,Salbutamol (As Sulfate) + Ipratropium Bromide,salbutamol (as sulfate) + ipratropium bromide,2,explicit_plus
FORM_5e45244046a205a34305,Foxin,foxin,1,single
FORM_79dcb5bddfa64a1f426c,Ciprofloxacin (As Hydrochloride) + Fluocinolone Acetonide,ciprofloxacin (as hydrochloride) + fluocinolone acetonide,2,explicit_plus
FORM_7552bd5a5137ffa2dbc5,Empagliflozin + Metformin hydrochloride,empagliflozin + metformin hydrochloride,2,explicit_plus
FORM_e1d591a49bb1d5ff2204,Empagliflozin + Metformin hydrochloride.,empagliflozin + metformin hydrochloride.,2,explicit_plus
FORM_249316fa9b7cb8d4e194,Pantoprazole ( As Sodium ),pantoprazole ( as sodium ),1,single
FORM_1aa3dc4de69d8afd1469,Multivitamins + Zinc,multivitamins + zinc,2,explicit_plus
FORM_f65c3c4d37feb72bff20,Diclofenac Sodium( as diethylamine),diclofenac sodium( as diethylamine),1,single
FORM_e934ce9f8774d61ec1d0,Multivitamins + Minerals + Choline Bitartrate + Inositol,multivitamins + minerals + choline bitartrate + inositol,4,explicit_plus
FORM_8ddbc3c706fae41ef574,Metoclopramide,metoclopramide,1,single
FORM_649cef64d969c53e549e,Azithromycin,azithromycin,1,single
FORM_7434fd550ff5e1687bca,Ascorbic Acid + Zinc (As Citrate),ascorbic acid + zinc (as citrate),2,explicit_plus
FORM_249c8b65538c7d8b527d,Sultamicillin (as Tosilate Dihydrate),sultamicillin (as tosilate dihydrate),1,single
FORM_9ac7d807e984ea572cef,Lidocaine (As Hydrochloride),lidocaine (as hydrochloride),1,single
FORM_78dd45dcc9b8de4ec6f8,Bepotastine besilate,bepotastine besilate,1,single
FORM_2d2180ca527b1ae3de2b,Mometasone furoate (as monohydrate),mometasone furoate (as monohydrate),1,single
FORM_a8cc658b12415d55e106,Zipromin,zipromin,1,single
FORM_ff97ce8f01a870d2b9fd,Utexyn,utexyn,1,single
FORM_7bf14937db4162519350,Irbesartan + Amlodipine (as besilate),irbesartan + amlodipine (as besilate),2,explicit_plus
FORM_bd5025d5d30052a76376,Sofosbuvir,sofosbuvir,1,single
FORM_641d6f9bd6287a562f0f,Each gram contains: Polymyxin B sulfate- eq. to 10000 units; Neomycin sulfate- eq. to 3400 units; Bacitracin Zinc- eq. to 500 units,each gram contains: polymyxin b sulfate- eq. to 10000 units; neomycin sulfate- eq. to 3400 units; bacitracin zinc- eq. to 500 units,1,single
FORM_68f25b2ad4646b2e8f00,Natamycin,natamycin,1,single
FORM_d6c6b89ca919bca7a91f,Nicardipine hydrochloride,nicardipine hydrochloride,1,single
FORM_f904fa4da5b80b965a4e,d-Alpha Tocopheryl Succinate + Ascorbic Acid + Zinc,d-alpha tocopheryl succinate + ascorbic acid + zinc,3,explicit_plus
FORM_4170fd80e5feace285dc,Bimatoprost + Timolol Maleate,bimatoprost + timolol maleate,2,explicit_plus
FORM_6f273815c93ca59ccb7c,Multivitamins + Iron + Lysine Hydrochloride + Buclizine Hydrochloride,multivitamins + iron + lysine hydrochloride + buclizine hydrochloride,4,explicit_plus
FORM_547f3e8e0be252a812bb,Latanoprost + Timolol (as maleate),latanoprost + timolol (as maleate),2,explicit_plus
FORM_49b5d6ea08ae35830b40,Salmeterol (Xinafoate) + Fluticasone Propionate,salmeterol (xinafoate) + fluticasone propionate,2,explicit_plus
FORM_169f296487926c4f23ff,Macitentan,macitentan,1,single
FORM_3c6a160033d0b7432efb,Aripiprazole,aripiprazole,1,single
FORM_e950c51eedd1716789fc,Rupatadine (as fumarate),rupatadine (as fumarate),1,single
FORM_9a8c4dac58c2b7b5e404,Iron (as Ferrous Sulfate) + Folic Acid,iron (as ferrous sulfate) + folic acid,2,explicit_plus
FORM_7d2346385e988d45f0c0,Lidocaine hydrochloride + Chlorhexidine dihydrochloride,lidocaine hydrochloride + chlorhexidine dihydrochloride,2,explicit_plus
FORM_c0922a2ec62227e24df5,Rabeprazole Sodium + Itopride Hydrochloride,rabeprazole sodium + itopride hydrochloride,2,explicit_plus
FORM_53126432a0f594957dba,Nintedanib (As Esilate),nintedanib (as esilate),1,single
FORM_3309a42fa99a05741622,Ascorbic Acid (Vitamin C) + Rutin + Hesperidin + Bioflavonoids + Rosa canina L. (Dog-Rose Fruit) + Malpighia emarginata (Acerola Fruit),ascorbic acid (vitamin c) + rutin + hesperidin + bioflavonoids + rosa canina l. (dog-rose fruit) + malpighia emarginata (acerola fruit),6,explicit_plus
FORM_489aba651e44cfe6b811,13C-Urea,13c-urea,1,single
FORM_7b412d76f9fb88ca6fdc,Tafluprost,tafluprost,1,single
FORM_99920bd9d02fb99369c3,Tiotropium (as bromide) + Olodaterol (as hydrochloride),tiotropium (as bromide) + olodaterol (as hydrochloride),2,explicit_plus
FORM_12c74ec63637aa8da229,Oxycodone hydrochloride,oxycodone hydrochloride,1,single
FORM_5fbab50b7136bd9b5c3d,Ceftolozane (as sulfate) + Tazobactam (as sodium),ceftolozane (as sulfate) + tazobactam (as sodium),2,explicit_plus
FORM_ab6acac847fa68a70aef,Multivitamins and Minerals (Orange Flavor),multivitamins and minerals (orange flavor),1,single
FORM_e8a64f46342c4ca12e65,Phenylpropanolamine hydrochloride Chlorphenamine Maleate + Paracetamol,phenylpropanolamine hydrochloride chlorphenamine maleate + paracetamol,2,explicit_plus
FORM_f6a17c45aeb6c24580ab,Empagliflozin + Linagliptin,empagliflozin + linagliptin,2,explicit_plus
FORM_48c2537184cbcfb60143,Adapalene + Clindamycin (as phosphate),adapalene + clindamycin (as phosphate),2,explicit_plus
FORM_21ecc8b9ad360ac7c1c8,Tenofovir Disoproxil Fumarate,tenofovir disoproxil fumarate,1,single
