ingredient_id,ingredient_name_display,ingredient_name_normalized
ING_78265dc12efa85d6f7fd,D-Alpha Tocopheryl Acid Succinate,d-alpha tocopheryl acid succinate
ING_93aedd88f54a3119695f,Quinapril Hydrochloride,quinapril hydrochloride
ING_016d196b3d3016f1f4db,Cefepime (As Hydrochloride) With Arginine,cefepime (as hydrochloride) with arginine
ING_1113443f0c49ec4499b2,Antazoline hydrochloride,antazoline hydrochloride
ING_f2d61fc0fb4d4f0d3da3,Tetrahydrozoline hydrochloride,tetrahydrozoline hydrochloride
ING_eab8720582a96d086217,Olopatadine Hydrochloride,olopatadine hydrochloride
ING_99b797b65414a228aa43,Topiramate,topiramate
ING_a9b73a1e37ce80851b18,Sertraline,sertraline
ING_f4f0029f5f9b7c4bef8d,Azithromycin (As Dihydrate),azithromycin (as dihydrate)
ING_efab43c8889d297cf916,Isotonic Electrolyte Solution (I.V.),isotonic electrolyte solution (i.v.)
ING_61c1d506e2b2536b00c9,Perindopril Erbumine,perindopril erbumine
ING_6dfe1b247cf54ec729ab,Thiamine (Vitamins B1),thiamine (vitamins b1)
ING_5e427e24bb867b2f82db,Zinc (as Sulfate Monohydrate),zinc (as sulfate monohydrate)
ING_08c48d8dd499feab3c4f,Betahistine Hydrochloride,betahistine hydrochloride
ING_f81c4215ce4e066fd2c1,Sodium Alginate,sodium alginate
ING_9100ad5330dc947da2db,Calcium Carnonate,calcium carnonate
ING_6660e44369f31b822295,Ispaghula (Plantago ovata seed shells),ispaghula (plantago ovata seed shells)
ING_99f891eda10b97ef81e2,Sertraline (as hydrochloride),sertraline (as hydrochloride)
ING_0487c973d003d3749ec8,ISOFLURANE,isoflurane
ING_2adbce713c43dfddb04c,Nimodipine,nimodipine
ING_c40ef2ac952e6a4af664,Sucralfate,sucralfate
ING_f58878dfeab8699294af,Tramadol,tramadol
ING_029028a8a81c564ea23c,Azelastine Hydrochloride,azelastine hydrochloride
ING_a0bf654f9db21a470224,Suxamethonium Chloride,suxamethonium chloride
ING_8ba8cd050f99f016be6d,Pantoprazole Sodium Sesquihydrate,pantoprazole sodium sesquihydrate
ING_3cc094561a4bcc036e85,Thiopental Sodium,thiopental sodium
ING_2b8388af0c465e95da24,Cromolyn Sodium,cromolyn sodium
ING_134c67caca2352d57541,Lysozyme hydrochloride,lysozyme hydrochloride
ING_a7a6746e0aa62e70e2b1,Timolol ( as maleate),timolol ( as maleate)
ING_c3cd2ebc20fae4cbc4a7,Fluticasone furoate,fluticasone furoate
ING_b61041f9f0d9213a4c6a,Ascorbic Acid (as Sodium Ascorbate),ascorbic acid (as sodium ascorbate)
ING_edf9ff6ffd2bd9f3048b,Fentanyl (as Citrate),fentanyl (as citrate)
ING_6d869d421433d221f7bf,Micafungin Sodium,micafungin sodium
ING_ebdf700de5b0af644113,Alfuzosin Hydrochloride,alfuzosin hydrochloride
ING_149ef16e890799eea720,Cefpodoxime Proxetil,cefpodoxime proxetil
ING_39b19da78d6ad1ebb014,Salmeterol Xinafoate,salmeterol xinafoate
ING_787b7cd569581e5ad611,Memantine HCl,memantine hcl
ING_5745abc45c56e394f659,Pioglitazone Hydrochloride,pioglitazone hydrochloride
ING_c50b2a4ce3335b1f4394,Ipratropium (as bromide),ipratropium (as bromide)
ING_d78528719e2d2e6094bb,Norethisterone Enanthate,norethisterone enanthate
ING_5302754782f70fc7c615,Estradiol Valerate,estradiol valerate
ING_73baee9a27a1d3be6075,Flurbiprofen Sodium,flurbiprofen sodium
ING_dc4d899da1918e423529,Escitalopram,escitalopram
ING_8f10c4b2c30c5682389f,Azelaic Acid,azelaic acid
ING_748cb7a24c82490f0ca9,N-Acetyl Aspartyl Glutamic Acid Sodium Salt,n-acetyl aspartyl glutamic acid sodium salt
ING_7da2c9a08681b304c6f5,Donepezil Hydrochloride,donepezil hydrochloride
ING_4a26eb88fb2294f31033,Benzydamine Hydrochloride,benzydamine hydrochloride
ING_bda02186c3786ccd5c0b,Vecuronium Bromide,vecuronium bromide
ING_c617ea93d7f10b82e8af,Amiodarone Hydrochloride,amiodarone hydrochloride
ING_f7666d3b93278ecec721,Metoprolol,metoprolol
ING_06da1ec441496517fe51,Cerebrolysin,cerebrolysin
ING_fce9b127a63ffb39da32,HYDROCHLORIDE,hydrochloride
ING_98e16625d4a97f71ae5c,Diclofenac (as Diethylamine),diclofenac (as diethylamine)
ING_a0ee3d66381d79e1ae3c,Lipids with Omega-3,lipids with omega-3
ING_2b145b6c49c1fc6b5560,Nimesulide,nimesulide
ING_1638c6c577be19efbff8,Betahistine Dihydochloride,betahistine dihydochloride
ING_979673bbdd2e0844f831,Baclofen,baclofen
ING_23da0b7ea45103078b89,Nalbuphine (as hydrochloride),nalbuphine (as hydrochloride)
ING_a670530567194409c154,Clozapine,clozapine
ING_dbeb89f4d7f20a6ebe55,Cetirizine (as hydrochloride),cetirizine (as hydrochloride)
ING_d1366973720227b91f35,Alendronic Acid,alendronic acid
ING_1c70ee92499d9b449078,Buclizine HCl,buclizine hcl
ING_61f7d2cffc05c7a072f4,Minerals (see formulation on reverse side),minerals (see formulation on reverse side)
ING_9d1599c6614372bb699d,Perindopril (as arginine),perindopril (as arginine)
ING_e86b3a3e8bb140e13050,Tropisetron (as Hydrochloride),tropisetron (as hydrochloride)
ING_3848d382ea8931519e4b,Mupirocin,mupirocin
ING_b0cd2b93e9d80ebe3dd1,Sugammadex (As Sodium),sugammadex (as sodium)
ING_b13e0409b356fdd9f9f2,Each kit contains: Isoniazid,each kit contains: isoniazid
ING_9a11a4194617105b454b,Pyridoxine HCl (Curazid Forte); Rifampicin (Natricin Forte); Pyrazinamide (Zcure Forte),pyridoxine hcl (curazid forte); rifampicin (natricin forte); pyrazinamide (zcure forte)
ING_b9398eeb16856ab43dac,Hydroxyzine (as Hydrochloride),hydroxyzine (as hydrochloride)
ING_5fdbf44c93dc2e372692,10% Dextrose in Water,10% dextrose in water
ING_1876e1361d9fa040b6f3,Bimatoprost,bimatoprost
ING_e2f881c8995366dcbd5b,Multivitamins with Minerals,multivitamins with minerals
ING_5373d6b506a94f9cab00,Desvenlafaxine (as succinate),desvenlafaxine (as succinate)
ING_b8073072b8825a4ae4e6,Electrolytes,electrolytes
ING_85ac950cc0494f9ab4ef,Purified Soy Bean Oil,purified soy bean oil
ING_687042ce09523116f4d0,Dexketoprofen (as trometamol),dexketoprofen (as trometamol)
ING_3d3d44f5f6ce8948443c,Olmesartan (as medoxomil),olmesartan (as medoxomil)
ING_5802a39109130fd319c6,Perindopril (as Erbumine),perindopril (as erbumine)
ING_204331aab6d14bbe5b19,Gadobenate dimeglumine,gadobenate dimeglumine
ING_26c3a044ad5ac6160bdb,VANCOMYCIN (as hydrochloride),vancomycin (as hydrochloride)
ING_47b94a08795a71cebc66,Choline Bitartrate,choline bitartrate
ING_cdc8480ec5216ceb0f6a,TAZOBACTAM ( AS SODIUM),tazobactam ( as sodium)
ING_b4e9406c68a562dc41fe,Chlorhexidine Gluconate,chlorhexidine gluconate
ING_caea4ebfe15fb31b5ea4,Propyphenazone,propyphenazone
ING_9251f129e36d22db1b07,Caffeine,caffeine
ING_cc8167efd07fd27bc45c,Cefepime (As Hydrochloride),cefepime (as hydrochloride)
ING_009c15d6a92faa75de57,Terlipressin (as acetate),terlipressin (as acetate)
ING_11c492e7c1f74a3061e9,Dextrose in Water (5%),dextrose in water (5%)
ING_6ffe020457fd8844a96c,Sulfinpyrazone,sulfinpyrazone
ING_4c591c30afa436056d0d,Citric Acid,citric acid
ING_3609eddbc36b1a391389,Tartaric Acid,tartaric acid
ING_9d5829358dff2892f67b,Clopidogrel,clopidogrel
ING_e43510c9ddead2ade9ce,Escitalopram (as oxalate),escitalopram (as oxalate)
ING_a630f837694b186bf902,Ketoralac Trometamol,ketoralac trometamol
ING_1e9f656b01d8be452a68,Prilocaine hydrochloride,prilocaine hydrochloride
ING_b11d984aab0d4802be92,Acetated Ringer's Solution,acetated ringer's solution
ING_3a7d69a45034e49439ac,Levocetrizine dihyrdrochloride,levocetrizine dihyrdrochloride
ING_12a4ea2b5e10de132ff3,Clonazepam,clonazepam
ING_2dabca2ca730f36dc5aa,Acyclovir (as sodium),acyclovir (as sodium)
ING_590ed6756a755a595a44,Cholecalciferol,cholecalciferol
ING_15063242402d141ab2ce,Retinol Palmitate (Vitamin A),retinol palmitate (vitamin a)
ING_d5b507e5748b50c34192,Betahistine Dihydrochloride,betahistine dihydrochloride
ING_206934e0087bd36af576,Oxymetazoline Hydrochloride,oxymetazoline hydrochloride
ING_c182f6681f0c0ca86159,Atosiban (as acetate),atosiban (as acetate)
ING_03bbf6527f24164a97b1,Lidocaine Hydrochloride (as monohydrate),lidocaine hydrochloride (as monohydrate)
ING_834e0b51b9bf1a6aaa90,CIPROFLOXACIN (as Hydrochloride) DEXAMETHASONE,ciprofloxacin (as hydrochloride) dexamethasone
ING_a815eab48e3b1b210c93,Alendronic Acid (as Alendronate sodium),alendronic acid (as alendronate sodium)
ING_26a5a5291f8f3113f2b7,Loteprednol etabonate,loteprednol etabonate
ING_e885b41b8a06de9e5d10,Sildenafil citrate,sildenafil citrate
ING_ee0907b037428d6e7de2,Phenytoin (as sodium),phenytoin (as sodium)
ING_e650caf4dde27a487fcc,Triamcinolone Acetonide,triamcinolone acetonide
ING_15231b3fdc52e3b8bdf4,Glucose 15% (w,glucose 15% (w
ING_b68880c48db6e9e0dd1e,v) Solution for IV Infusion; Amino Acids 10% (w,v) solution for iv infusion; amino acids 10% (w
ING_4406957d9ea1a7c54191,v) with Electrolytes Solution for Intravenous Injection; Intravenous Fat Emulsion with Medium and Long Chain Triglycerides 20% Emulsion for Intravenous Infusion,v) with electrolytes solution for intravenous injection; intravenous fat emulsion with medium and long chain triglycerides 20% emulsion for intravenous infusion
ING_36db9bc9f55b17d48c3f,Ticarcillin (as Disodium),ticarcillin (as disodium)
ING_b0133d7f60a33206641a,Clavulanic Acid (as Clavulanate Potassium),clavulanic acid (as clavulanate potassium)
ING_c1edbf85dc45169684ba,LETROZOLE,letrozole
ING_a216e6979a7c7dacbb67,Ranolazine,ranolazine
ING_cbf5c8d76e1dbb076fe3,Levodopa,levodopa
ING_a154a3f2575267aad09f,Carbidopa,carbidopa
ING_44ae49a3c5e32c427e0c,Mesna,mesna
ING_fa4f4b8030220cd5b134,Minerals (see reverse),minerals (see reverse)
ING_452e1d3d57c7ff199ea1,Fluoxetine (as hydrochloride),fluoxetine (as hydrochloride)
ING_5f692815f2e2488ea978,Isosorbide 5 - Mononitrate,isosorbide 5 - mononitrate
ING_4f4347b485b86cb9d76b,Glucosamine Sulfate (As Sodium Chloride),glucosamine sulfate (as sodium chloride)
ING_cf701c5538c341035030,Zinc Sulfate,zinc sulfate
ING_08969a3b8e204194bc55,Hydroxypropylmethylcellulose,hydroxypropylmethylcellulose
ING_6fd7b80b1330af195e8d,Borax,borax
ING_ed5444d935d1ceee6c3a,Raloxifene hydrochloride,raloxifene hydrochloride
ING_9dac743376d69fbefe79,Adenine HCl,adenine hcl
ING_4bf68a88066eb2c8e68f,Pyridoxine HCl,pyridoxine hcl
ING_2a310b1b29b3b0791c1f,Losartan Potasium,losartan potasium
ING_c902a9f5ccee18bce123,Bismuth Subgallate,bismuth subgallate
ING_85b75382d446369a46a6,Spherical Carbon Adsorbent,spherical carbon adsorbent
ING_d4cbcf50afa61fa6c629,Phospholipids,phospholipids
ING_511ff27e1d7fbc138b8d,Calcipotriol (as Monohydrate),calcipotriol (as monohydrate)
ING_a535bb0c2849fe908d01,OCTREOTIDE ACETATE,octreotide acetate
ING_8f339ad5df97fd3976f4,Amlodipine Besilate,amlodipine besilate
ING_7d7f5d37fc405c1d518b,Alverine citrate,alverine citrate
ING_480c151ed2137fc43425,Neomycin (As Sulfate),neomycin (as sulfate)
ING_4e25d108296ecb83f674,Iron (as sucrose),iron (as sucrose)
ING_ecb27ab65355fd6cc6a9,Ambroxol (as hydrochloride),ambroxol (as hydrochloride)
ING_b3d047debe342e7b5f04,LATANOPROST,latanoprost
ING_ff3d229def8871e13a62,Cefotaxime As Sodium,cefotaxime as sodium
ING_f39ffce3c59bf23ab668,Nebivolol (as hydrochloride),nebivolol (as hydrochloride)
ING_437baad836e34c16cd3d,Testosterone enantate,testosterone enantate
ING_c72c76a9c0d59a10bd85,Capecitabine,capecitabine
ING_284879912771e62a08e4,Soybean Oil,soybean oil
ING_3920501353457307ef6e,Avocado Oil Unsaponifiable,avocado oil unsaponifiable
ING_f38e9271ddbbfee13b4c,Arsenic Trioxide,arsenic trioxide
ING_f10e5ae5f11feb4f3ce8,Thiamine Hydrochloride,thiamine hydrochloride
ING_24443b501832b5993c31,Ropinirole hydrochloride,ropinirole hydrochloride
ING_7fbd5c19e8c0c6d58f3f,Norepinephrine (as bitartrate),norepinephrine (as bitartrate)
ING_fb407263b2f0840f0d2c,Sorbitol,sorbitol
ING_ac301fbebe7635d2f259,Everolimus,everolimus
ING_2f0fa861999d5ab7db81,Pantoprazole (as sodium),pantoprazole (as sodium)
ING_bbb63fdc19d9c6cf2c45,Anidulafungin,anidulafungin
ING_99067a36f26b57cf661d,Dobutamine (as hydrochloride),dobutamine (as hydrochloride)
ING_ad466db77f949fa16742,Sodium Valproate,sodium valproate
ING_6bf39e02999bcec2fcd1,Amoxicillin,amoxicillin
ING_d4cb77507db9511862f6,Methylergometrine (as maleate),methylergometrine (as maleate)
ING_299b610f5f0c6abeac40,Sultamicillin (as tosylate),sultamicillin (as tosylate)
ING_f22b921fdb0c58666a28,Dienogest,dienogest
ING_5475fda8c804caf7f99b,5% Dextrose in Lactated Ringer's Solution,5% dextrose in lactated ringer's solution
ING_9993065e783353f4bb3d,MEROPENEM ( as trihydrate ),meropenem ( as trihydrate )
ING_d3658387ad267e1c33c0,Prilocaine,prilocaine
ING_b335778abf1f13fc1788,Losartan (as Potassium),losartan (as potassium)
ING_12830734a9dd454b5794,Oxcarbazepine,oxcarbazepine
ING_6c0ce666dbad3781d8d2,Carboxymethylcellulose sodium,carboxymethylcellulose sodium
ING_5aa87b1b4acc64322c82,Simeticone,simeticone
ING_2abb2218038e8bbf25b3,Folic Acid; Thiamine Mononitrate (Vit. B1); Pyridoxine Hydrochloride (Vit. B6); Cyanocobalamin (Vit. B12),folic acid; thiamine mononitrate (vit. b1); pyridoxine hydrochloride (vit. b6); cyanocobalamin (vit. b12)
ING_458cfa7c7d75ab1f5e1c,Cassia angusitfolia Vahl (Senna Leaves),cassia angusitfolia vahl (senna leaves)
ING_8eba038bd1cc1434682c,Omeprazole Sodium,omeprazole sodium
ING_433f9145820fbc40bb80,Azithromycin Dihydrate,azithromycin dihydrate
ING_9c7780a1af83d60e6c9e,Voriconazole,voriconazole
ING_308165d2b3efc89320f0,Febuxostat,febuxostat
ING_a709a0903f5c28ffdaa3,Cefpirome (as Sulfate),cefpirome (as sulfate)
ING_521014542fec00913ec9,Escitalopram ( as oxalate ),escitalopram ( as oxalate )
ING_c80506f9b0e2ff4bde2a,Ibandronic Acid,ibandronic acid
ING_c6677f6202fd1451d608,Glutathione,glutathione
ING_1a0ed2714c806f35b1b7,Paliperidone (as palmitate),paliperidone (as palmitate)
ING_cf7bc2656b34a9305d3e,Alfacalcidol,alfacalcidol
ING_161c404e2e304ec758a8,Prednisolone (as sodium phosphate),prednisolone (as sodium phosphate)
ING_371c8917b1645b9f7850,Selegiline Hydrochloride,selegiline hydrochloride
ING_7e674fc2a715d83f0aa9,Calcium Polystyrene Sulphonate,calcium polystyrene sulphonate
ING_c44740b27baa8c72479b,Cilostazol,cilostazol
ING_6875a5f3a5d3bd7fe0c7,Methyldopa,methyldopa
ING_666047b6786be939995d,Thiamine (as Hydrochloride) (Vitamin B1),thiamine (as hydrochloride) (vitamin b1)
ING_b71b8586e4b26b07d8a0,Pyridoxine (as Hydrochloride) (Vitamin B6),pyridoxine (as hydrochloride) (vitamin b6)
ING_44a1036c3b875bd1d3ac,Retinol Palmitate,retinol palmitate
ING_6dadb6261b25ad558541,Eltrombopag (as olamine),eltrombopag (as olamine)
ING_fbeb2a34b73f2e34b370,Piperacillin (as Sodium ),piperacillin (as sodium )
ING_58d61a14b9f7376325e7,Flupentixol Decanoate,flupentixol decanoate
ING_3cdc87c513803e5df6dc,TGP Zinc Gluconate,tgp zinc gluconate
ING_72b7777eb425a944ac95,Balanced Multiple Maintenance Solution with 5% Dextrose (Adult),balanced multiple maintenance solution with 5% dextrose (adult)
ING_a825a9e046bcf08b113a,Fleicanide Acetate,fleicanide acetate
ING_fb54ab0c8c273ccb2378,Balanced Multiple Maintenance Solution With 5% Dextrose (Pedia),balanced multiple maintenance solution with 5% dextrose (pedia)
ING_7691c90e48d9367c4ea6,Amlodine HD,amlodine hd
ING_c56ec87ebffa25663df9,Para-Aminobenzoic Acid (see reveerse),para-aminobenzoic acid (see reveerse)
ING_ec945baa59ad53929e1c,Cognitine,cognitine
ING_241e8b72c5a2aec245f3,Pyridixime Hydrochloride (Vitamin B6),pyridixime hydrochloride (vitamin b6)
ING_d0a0abc69b03bc802e69,CeeZinc,ceezinc
ING_c4ce21da0a54a8256714,Valsartan,valsartan
ING_f67f5e229ff4260587d8,Prochlorperazine Mesilate,prochlorperazine mesilate
ING_5218e3e6b48c7e8f1a06,Pazopanib (as Hydrochloride),pazopanib (as hydrochloride)
ING_5f93b758147eab66a9b1,Grape Seed,grape seed
ING_633fecc82ad48be4867b,Dextromethorphan Hydrochloride,dextromethorphan hydrochloride
ING_a3ec9f9c5217a876c61e,Tadalafil,tadalafil
ING_e684a3e94efd46f9c5fa,Selenium,selenium
ING_d5ef444377c2ac168cbd,Netiline,netiline
ING_1678fc7246acf793bdce,Peritoneal Dialysis Solution with 2.3% Dextrose,peritoneal dialysis solution with 2.3% dextrose
ING_79adcc03d832f480d573,Peritoneal Dialysis Solution with 1.5 Dextrose,peritoneal dialysis solution with 1.5 dextrose
ING_be42aa66ac6fb0e0e52d,Irbesartan,irbesartan
ING_0f145f55fd81033ae900,Cefpodoxime (As Proxetil),cefpodoxime (as proxetil)
ING_8883fed8a1b68e353aef,Citicoline ( as Sodium ),citicoline ( as sodium )
ING_e7bec5dd0bb04b053081,Anastrazole,anastrazole
ING_1933ca8ee2cd9e739577,Desloratadine,desloratadine
ING_9f0aaf888ceb878f1e12,Atorvastatin (As Calcium Propylene Glycol Solvate),atorvastatin (as calcium propylene glycol solvate)
ING_3c4f7fc0ab3aa612c90b,Buclizine HCI,buclizine hci
ING_051858491ad5546a820a,Clonidine (as hydrochloride),clonidine (as hydrochloride)
ING_0eb962e9fb96e6b4629c,Esomeprazole,esomeprazole
ING_8dcb2d2bdf29540c845a,Ibuprofen 325 Mg,ibuprofen 325 mg
ING_3e7e0efc65dbcc356f81,200 Mg Capsule,200 mg capsule
ING_435a58eec8fd8247c3f3,Chlorpheniramine Maelate,chlorpheniramine maelate
ING_d8b2a15f90050ce09c9f,AMINO ACIDS CRYSTALLINE,amino acids crystalline
ING_5eccbab25c12f7fc3692,Levamlodipine (as Besilate),levamlodipine (as besilate)
ING_e5d6f2e76b59e384fad0,Bacitracin Zinc,bacitracin zinc
ING_2b95e8adae9c05d1af7f,Hexylresorcinol,hexylresorcinol
ING_2b6a15c1b9de86e60ab9,Vitamin A,vitamin a
ING_0236f85aa270828a0c6f,Vitamin D3,vitamin d3
ING_db4f5ea7439732bda77c,Vitamin B2 PO4,vitamin b2 po4
ING_fb3fa41fff85d806c5e6,Vitamin B3,vitamin b3
ING_176d5fc0aeac8b34478d,Ca gluconate,ca gluconate
ING_a7c850bbeccbf6216ad0,Fe polymaltose,fe polymaltose
ING_c768534e7ed5a7d599ea,Zn gluconate,zn gluconate
ING_a5fb73898f463eb5f8c1,L-lysine Hydrochloride,l-lysine hydrochloride
ING_dcdfd3d9eaefa231b960,Chlorella powder,chlorella powder
ING_5cb8ec2688a62e73c0ee,Chlorella extract powder,chlorella extract powder
ING_91722630e0e898dac5cc,Xylitol,xylitol
ING_f6f149823027cba90cbd,Forexine,forexine
ING_16ab0d42d7e9009bc9aa,Oxacillin (As Sodium),oxacillin (as sodium)
ING_596e0781cce8aff3ad38,Xylometazoline Hydrochloride,xylometazoline hydrochloride
ING_cb0f74075776222dab0f,Gemcitabine,gemcitabine
ING_9300838368eac7c080c5,Ephedrine (As Hydrochloride),ephedrine (as hydrochloride)
ING_4ca893b397864846bc40,Esomeprazole Magnesium,esomeprazole magnesium
ING_cc761bffe6c3aec8527e,5% Dextrose in Lactated Ringer's Solustion,5% dextrose in lactated ringer's solustion
ING_4524c50ea4ad1c9a0072,Dinoprostone,dinoprostone
ING_10ae05047dd5aa5b52b2,Bromazepam,bromazepam
ING_82cb5da3281fc9c3d113,Vitamin C (as Ascorbate),vitamin c (as ascorbate)
ING_ef6bebd6e6afc7e84348,Grapeseed Extract,grapeseed extract
ING_b715bc01994c29b7bb55,Citrus Bioflavonoids Complex,citrus bioflavonoids complex
ING_14e7e0d72e5b77647d94,L-Glutathione,l-glutathione
ING_2d41937ce272d32863a5,Alpha-Lipoic Acid,alpha-lipoic acid
ING_f6b9f952a33fa58ca1ec,Docetaxel (as trihydrate),docetaxel (as trihydrate)
ING_8c5b28bd634c8f831b4e,Cefoperazone (As Sodium),cefoperazone (as sodium)
ING_b39438d958f14f2c72ab,Pyridoxine Hydrochloride (Vit.B6),pyridoxine hydrochloride (vit.b6)
ING_586fe18a15d64db10882,Thiamine Mononitrate (Vit.B1),thiamine mononitrate (vit.b1)
ING_7e1791165be0f91cd293,Cyanocobalamin (Vit.B12),cyanocobalamin (vit.b12)
ING_d35016366d007a4b52a0,Benserazide (As Hydrochloride),benserazide (as hydrochloride)
ING_bdd56bda45a04bf02756,Kanamycin (As Sulfate),kanamycin (as sulfate)
ING_7db04192943491cb0c92,Oseltamivir (as Phospate),oseltamivir (as phospate)
ING_ad91d383b2aac1430828,Metoprolol Succinate,metoprolol succinate
ING_7997293390e70e74cb4d,Rifaximin,rifaximin
ING_84af4f4272b1558dd58f,Prucalopride succinate,prucalopride succinate
ING_1e624e040b36d169bd2e,Saxagliptin (as Hydrochloride),saxagliptin (as hydrochloride)
ING_4a2daa898647587beb2e,Metformin Hydrochloride (in extended release form),metformin hydrochloride (in extended release form)
ING_e8cba120a5912333597b,Methionine-bound Zinc Complex,methionine-bound zinc complex
ING_17c7833e458a869ce309,D. Salina Extract,d. salina extract
ING_0e380a264290ec308257,Natural Vitamin E,natural vitamin e
ING_738a1275e2d412b50116,Chromium Picolinate,chromium picolinate
ING_fa67dc161f178150d584,Ticagrelor,ticagrelor
ING_745e5bb8f05a052b19f4,Betamethasone (as Diproprionate),betamethasone (as diproprionate)
ING_1038c729c75f71db8ea2,Anastrozole,anastrozole
ING_96fa12d6043e62cee2a6,Metropolol Succinate,metropolol succinate
ING_5883826f9d346e2a1c57,Tarceva,tarceva
ING_fa6bba6f285334b7e4fe,Erlotinib,erlotinib
ING_335b0d63bbae942c4b25,Montelukast ( As Sodium),montelukast ( as sodium)
ING_d79575a7a9f9cdfe3c3c,Cabazitaxel,cabazitaxel
ING_339a0c0a56635a5e1202,Tramadol (As Hydrochloride),tramadol (as hydrochloride)
ING_08e27c4cb92e69a81c7d,Calcium Citrate,calcium citrate
ING_410238355a46cf9a45bc,Magnesium Oxide,magnesium oxide
ING_370f0dd445f27cb4b199,Ascorbic Acid (as Calcium Ascorbate),ascorbic acid (as calcium ascorbate)
ING_9b21d1c674a9d54ce3bc,Cefuruxime (as axetil),cefuruxime (as axetil)
ING_e98116501218500636bd,Amlodipine camsylate,amlodipine camsylate
ING_94263cb7bef01683fed5,Zinc Ascorbate,zinc ascorbate
ING_45a087b5fd01a10f3571,Cetylpyridinium,cetylpyridinium
ING_f603f7d73344dc14bf5d,Cetylpyridinium Chloride,cetylpyridinium chloride
ING_960c07f5e56dc8e8fea2,Taurine (see reverse for formulation),taurine (see reverse for formulation)
ING_b5d4e9bf44e169d87cf6,Iodixanol,iodixanol
ING_1b68c701b25de8397a00,Exemestane,exemestane
ING_e36ddbbdfe52ee43a4d1,D-Alpha Tocopherol,d-alpha tocopherol
ING_ee7b44ee8b1d2f4d35a0,Propacetamol Hydrochloride,propacetamol hydrochloride
ING_b30d67701cfccafeedd7,Azithromycin(As Monohydrate),azithromycin(as monohydrate)
ING_04ea3a726eb768824a75,Ipratropium Bromide,ipratropium bromide
ING_1c635410b0b7f50509e5,Pyridoxine,pyridoxine
